2025-01-11 16:18:01 DEBUG Connection:131 - {conn-10001,procId-1382} connected
2025-01-11 16:18:01 DEBUG Statement:136 - {conn-10001, stmt-20000} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000, rs-50000} query executed. 182.7038 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10001, stmt-20000, rs-50000} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10001, stmt-20000} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10002,procId-1383} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001, rs-50001} query executed. 0.4621 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10002, stmt-20001, rs-50001} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10002, stmt-20001} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10003,procId-1384} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002, rs-50002} query executed. 0.4906 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10003, stmt-20002, rs-50002} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10003, stmt-20002} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10004,procId-1385} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003, rs-50003} query executed. 0.4446 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10004, stmt-20003, rs-50003} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10004, stmt-20003} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005,procId-1386} connected
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} created
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004, rs-50004} query executed. 0.4083 millis. SELECT 1
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} Header: [1]
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, stmt-20004, rs-50004} closed
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, stmt-20004} closed
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 16:18:02 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} created. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Parameters : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005} Types : []
2025-01-11 16:18:02 DEBUG Statement:136 - {conn-10005, pstmt-20005, rs-50005} query executed. 2.5214 millis. select player_id, name, mails_read, mails_collect from player
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} open
2025-01-11 16:18:02 DEBUG ResultSet:141 - {conn-10005, pstmt-20005, rs-50005} Header: [player_id, name, mails_read, mails_collect]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176040959246336, content, title, {}, {}, 2025-01-11 14:51:14.0, 2025-02-11 14:51:14.0, 2025-01-11 14:51:14.0, 2025-01-11 14:51:14.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176045279379456, content, title, {}, {}, 2025-01-11 14:51:15.0, 2025-02-11 14:51:15.0, 2025-01-11 14:51:15.0, 2025-01-11 14:51:15.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176049582735360, content, title, {}, {}, 2025-01-11 14:51:16.0, 2025-02-11 14:51:16.0, 2025-01-11 14:51:16.0, 2025-01-11 14:51:16.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176053873508352, content, title, {}, {}, 2025-01-11 14:51:17.0, 2025-02-11 14:51:17.0, 2025-01-11 14:51:17.0, 2025-01-11 14:51:17.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176058160087040, content, title, {}, {}, 2025-01-11 14:51:18.0, 2025-02-11 14:51:18.0, 2025-01-11 14:51:18.0, 2025-01-11 14:51:18.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533176062442471424, content, title, {}, {}, 2025-01-11 14:51:19.0, 2025-02-11 14:51:19.0, 2025-01-11 14:51:19.0, 2025-01-11 14:51:19.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181475665739776, content, title, {}, {}, 2025-01-11 15:12:50.0, 2025-02-11 15:12:50.0, 2025-01-11 15:12:50.0, 2025-01-11 15:12:50.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181479960707072, content, title, {}, {}, 2025-01-11 15:12:51.0, 2025-02-11 15:12:51.0, 2025-01-11 15:12:51.0, 2025-01-11 15:12:51.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181484264062976, content, title, {}, {}, 2025-01-11 15:12:52.0, 2025-02-11 15:12:52.0, 2025-01-11 15:12:52.0, 2025-01-11 15:12:52.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181488445784064, content, title, {}, {}, 2025-01-11 15:12:53.0, 2025-02-11 15:12:53.0, 2025-01-11 15:12:53.0, 2025-01-11 15:12:53.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181492732362752, content, title, {}, {}, 2025-01-11 15:12:54.0, 2025-02-11 15:12:54.0, 2025-01-11 15:12:54.0, 2025-01-11 15:12:54.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181497018941440, content, title, {}, {}, 2025-01-11 15:12:55.0, 2025-02-11 15:12:55.0, 2025-01-11 15:12:55.0, 2025-01-11 15:12:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181501309714432, content, title, {}, {}, 2025-01-11 15:12:56.0, 2025-02-11 15:12:56.0, 2025-01-11 15:12:56.0, 2025-01-11 15:12:56.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181505562738688, content, title, {}, {}, 2025-01-11 15:12:57.0, 2025-02-11 15:12:57.0, 2025-01-11 15:12:57.0, 2025-01-11 15:12:57.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181509769625600, content, title, {}, {}, 2025-01-11 15:12:58.0, 2025-02-11 15:12:58.0, 2025-01-11 15:12:58.0, 2025-01-11 15:12:58.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181514085564416, content, title, {}, {}, 2025-01-11 15:12:59.0, 2025-02-11 15:12:59.0, 2025-01-11 15:12:59.0, 2025-01-11 15:12:59.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181518292451328, content, title, {}, {}, 2025-01-11 15:13:00.0, 2025-02-11 15:13:00.0, 2025-01-11 15:13:00.0, 2025-01-11 15:13:00.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181522595807232, content, title, {}, {}, 2025-01-11 15:13:01.0, 2025-02-11 15:13:01.0, 2025-01-11 15:13:01.0, 2025-01-11 15:13:01.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181526819471360, content, title, {}, {}, 2025-01-11 15:13:02.0, 2025-02-11 15:13:02.0, 2025-01-11 15:13:02.0, 2025-01-11 15:13:02.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181531051524096, content, title, {}, {}, 2025-01-11 15:13:03.0, 2025-02-11 15:13:03.0, 2025-01-11 15:13:03.0, 2025-01-11 15:13:03.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181535308742656, content, title, {}, {}, 2025-01-11 15:13:04.0, 2025-02-11 15:13:04.0, 2025-01-11 15:13:04.0, 2025-01-11 15:13:04.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181539607904256, content, title, {}, {}, 2025-01-11 15:13:05.0, 2025-02-11 15:13:05.0, 2025-01-11 15:13:05.0, 2025-01-11 15:13:05.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181543810596864, content, title, {}, {}, 2025-01-11 15:13:06.0, 2025-02-11 15:13:06.0, 2025-01-11 15:13:06.0, 2025-01-11 15:13:06.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181548088786944, content, title, {}, {}, 2025-01-11 15:13:07.0, 2025-02-11 15:13:07.0, 2025-01-11 15:13:07.0, 2025-01-11 15:13:07.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181552404725760, content, title, {}, {}, 2025-01-11 15:13:08.0, 2025-02-11 15:13:08.0, 2025-01-11 15:13:08.0, 2025-01-11 15:13:08.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181556615806976, content, title, {}, {}, 2025-01-11 15:13:09.0, 2025-02-11 15:13:09.0, 2025-01-11 15:13:09.0, 2025-01-11 15:13:09.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181560919162880, content, title, {}, {}, 2025-01-11 15:13:10.0, 2025-02-11 15:13:10.0, 2025-01-11 15:13:10.0, 2025-01-11 15:13:10.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181565142827008, content, title, {}, {}, 2025-01-11 15:13:11.0, 2025-02-11 15:13:11.0, 2025-01-11 15:13:11.0, 2025-01-11 15:13:11.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181569374879744, content, title, {}, {}, 2025-01-11 15:13:12.0, 2025-02-11 15:13:12.0, 2025-01-11 15:13:12.0, 2025-01-11 15:13:12.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181573602738176, content, title, {}, {}, 2025-01-11 15:13:13.0, 2025-02-11 15:13:13.0, 2025-01-11 15:13:13.0, 2025-01-11 15:13:13.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181577880928256, content, title, {}, {}, 2025-01-11 15:13:14.0, 2025-02-11 15:13:14.0, 2025-01-11 15:13:14.0, 2025-01-11 15:13:14.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181582171701248, content, title, {}, {}, 2025-01-11 15:13:15.0, 2025-02-11 15:13:15.0, 2025-01-11 15:13:15.0, 2025-01-11 15:13:15.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181586395365376, content, title, {}, {}, 2025-01-11 15:13:16.0, 2025-02-11 15:13:16.0, 2025-01-11 15:13:16.0, 2025-01-11 15:13:16.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181590702915584, content, title, {}, {}, 2025-01-11 15:13:17.0, 2025-02-11 15:13:17.0, 2025-01-11 15:13:17.0, 2025-01-11 15:13:17.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181594897219584, content, title, {}, {}, 2025-01-11 15:13:18.0, 2025-02-11 15:13:18.0, 2025-01-11 15:13:18.0, 2025-01-11 15:13:18.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533181599171215360, content, title, {}, {}, 2025-01-11 15:13:19.0, 2025-02-11 15:13:19.0, 2025-01-11 15:13:19.0, 2025-01-11 15:13:19.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183017038905344, content, title, {}, {}, 2025-01-11 15:18:57.0, 2025-02-11 15:18:57.0, 2025-01-11 15:18:57.0, 2025-01-11 15:18:57.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183021359038464, content, title, {}, {}, 2025-01-11 15:18:58.0, 2025-02-11 15:18:58.0, 2025-01-11 15:18:58.0, 2025-01-11 15:18:58.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183025570119680, content, title, {}, {}, 2025-01-11 15:18:59.0, 2025-02-11 15:18:59.0, 2025-01-11 15:18:59.0, 2025-01-11 15:18:59.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183029852504064, content, title, {}, {}, 2025-01-11 15:19:00.0, 2025-02-11 15:19:00.0, 2025-01-11 15:19:00.0, 2025-01-11 15:19:00.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183034139082752, content, title, {}, {}, 2025-01-11 15:19:01.0, 2025-02-11 15:19:01.0, 2025-01-11 15:19:01.0, 2025-01-11 15:19:01.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183038484381696, content, title, {}, {}, 2025-01-11 15:19:02.0, 2025-02-11 15:19:02.0, 2025-01-11 15:19:02.0, 2025-01-11 15:19:02.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183042724823040, content, title, {}, {}, 2025-01-11 15:19:03.0, 2025-02-11 15:19:03.0, 2025-01-11 15:19:03.0, 2025-01-11 15:19:03.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183046952681472, content, title, {}, {}, 2025-01-11 15:19:04.0, 2025-02-11 15:19:04.0, 2025-01-11 15:19:04.0, 2025-01-11 15:19:04.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183051235065856, content, title, {}, {}, 2025-01-11 15:19:05.0, 2025-02-11 15:19:05.0, 2025-01-11 15:19:05.0, 2025-01-11 15:19:05.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183055538421760, content, title, {}, {}, 2025-01-11 15:19:07.0, 2025-02-11 15:19:07.0, 2025-01-11 15:19:07.0, 2025-01-11 15:19:07.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183059795640320, content, title, {}, {}, 2025-01-11 15:19:08.0, 2025-02-11 15:19:08.0, 2025-01-11 15:19:08.0, 2025-01-11 15:19:08.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183063981555712, content, title, {}, {}, 2025-01-11 15:19:09.0, 2025-02-11 15:19:09.0, 2025-01-11 15:19:09.0, 2025-01-11 15:19:09.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183068289105920, content, title, {}, {}, 2025-01-11 15:19:10.0, 2025-02-11 15:19:10.0, 2025-01-11 15:19:10.0, 2025-01-11 15:19:10.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183072525352960, content, title, {}, {}, 2025-01-11 15:19:11.0, 2025-02-11 15:19:11.0, 2025-01-11 15:19:11.0, 2025-01-11 15:19:11.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183076778377216, content, title, {}, {}, 2025-01-11 15:19:12.0, 2025-02-11 15:19:12.0, 2025-01-11 15:19:12.0, 2025-01-11 15:19:12.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183080985264128, content, title, {}, {}, 2025-01-11 15:19:13.0, 2025-02-11 15:19:13.0, 2025-01-11 15:19:13.0, 2025-01-11 15:19:13.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183085255065600, content, title, {}, {}, 2025-01-11 15:19:14.0, 2025-02-11 15:19:14.0, 2025-01-11 15:19:14.0, 2025-01-11 15:19:14.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183089562615808, content, title, {}, {}, 2025-01-11 15:19:15.0, 2025-02-11 15:19:15.0, 2025-01-11 15:19:15.0, 2025-01-11 15:19:15.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183093790474240, content, title, {}, {}, 2025-01-11 15:19:16.0, 2025-02-11 15:19:16.0, 2025-01-11 15:19:16.0, 2025-01-11 15:19:16.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183098064470016, content, title, {}, {}, 2025-01-11 15:19:17.0, 2025-02-11 15:19:17.0, 2025-01-11 15:19:17.0, 2025-01-11 15:19:17.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183102300717056, content, title, {}, {}, 2025-01-11 15:19:18.0, 2025-02-11 15:19:18.0, 2025-01-11 15:19:18.0, 2025-01-11 15:19:18.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183106520186880, content, title, {}, {}, 2025-01-11 15:19:19.0, 2025-02-11 15:19:19.0, 2025-01-11 15:19:19.0, 2025-01-11 15:19:19.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183110752239616, content, title, {}, {}, 2025-01-11 15:19:20.0, 2025-02-11 15:19:20.0, 2025-01-11 15:19:20.0, 2025-01-11 15:19:20.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183115034624000, content, title, {}, {}, 2025-01-11 15:19:21.0, 2025-02-11 15:19:21.0, 2025-01-11 15:19:21.0, 2025-01-11 15:19:21.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183119312814080, content, title, {}, {}, 2025-01-11 15:19:22.0, 2025-02-11 15:19:22.0, 2025-01-11 15:19:22.0, 2025-01-11 15:19:22.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183123603587072, content, title, {}, {}, 2025-01-11 15:19:23.0, 2025-02-11 15:19:23.0, 2025-01-11 15:19:23.0, 2025-01-11 15:19:23.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183127860805632, content, title, {}, {}, 2025-01-11 15:19:24.0, 2025-02-11 15:19:24.0, 2025-01-11 15:19:24.0, 2025-01-11 15:19:24.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183132185133056, content, title, {}, {}, 2025-01-11 15:19:25.0, 2025-02-11 15:19:25.0, 2025-01-11 15:19:25.0, 2025-01-11 15:19:25.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183136387825664, content, title, {}, {}, 2025-01-11 15:19:26.0, 2025-02-11 15:19:26.0, 2025-01-11 15:19:26.0, 2025-01-11 15:19:26.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} Result: [533183140682792960, content, title, {}, {}, 2025-01-11 15:19:27.0, 2025-02-11 15:19:27.0, 2025-01-11 15:19:27.0, 2025-01-11 15:19:27.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20007, rs-50007} closed
2025-01-11 18:04:45 DEBUG Connection:131 - {conn 10005} rollback
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10005} setAutoCommit true
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10005, pstmt-20007} clearParameters. 
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10005, stmt-20007} clearBatch. 
2025-01-11 18:04:45 DEBUG PreparedStatementPool:128 - {conn-10005, pstmt-20007} enter cache
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10005} pool-recycle
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10005} pool-connect
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10005} setAutoCommit false
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10005, pstmt-20008} created. select mail_id from mail_del where player_id = ?
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10005, pstmt-20008} Parameters : [532125160493285376]
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10005, pstmt-20008} Types : [BIGINT]
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10005, pstmt-20008, rs-50008} query executed. 0.7894 millis. select mail_id from mail_del where player_id = ?
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20008, rs-50008} open
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20008, rs-50008} Header: [mail_id]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20008, rs-50008} Result: [530277108230914048]
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} pool-connect
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} setAutoCommit false
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20009} created. select mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time from system_mail where mail_id = ?
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20009} Parameters : [530277108230914048]
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20009} Types : [BIGINT]
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20009, rs-50009} query executed. 0.6928 millis. select mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time from system_mail where mail_id = ?
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20009, rs-50009} open
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20009, rs-50009} Header: [mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20009, rs-50009} Result: [530277108230914048, gieGGIhyqqQlpgZzRTsLOcXkhZTBn, CAIFfN, {"529935431605682176": 344, "529935431836368896": 626}, {}, 2025-01-03 14:51:55.0, 2025-02-03 14:51:55.0, 2025-01-03 14:51:55.0, 2025-01-03 14:51:55.0]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20009, rs-50009} closed
2025-01-11 18:04:45 DEBUG Connection:131 - {conn 10004} rollback
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} setAutoCommit true
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20009} clearParameters. 
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, stmt-20009} clearBatch. 
2025-01-11 18:04:45 DEBUG PreparedStatementPool:128 - {conn-10004, pstmt-20009} enter cache
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} pool-recycle
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20008, rs-50008} Result: [533187685284577280]
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} pool-connect
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} setAutoCommit false
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20010} created. select mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time, sender_id, receiver_id from personal_mail where mail_id = ?
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20010} Parameters : [533187685284577280]
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20010} Types : [BIGINT]
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20010, rs-50010} query executed. 0.8412 millis. select mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time, sender_id, receiver_id from personal_mail where mail_id = ?
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20010, rs-50010} open
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20010, rs-50010} Header: [mail_id, content, title, attachment, filter, public_time, deadline, create_time, update_time, sender_id, receiver_id]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20010, rs-50010} Result: [533187685284577280, content, title, {}, {}, 2025-01-11 15:37:30.0, 2025-02-11 15:37:30.0, 2025-01-11 15:37:30.0, 2025-01-11 15:37:30.0, 532125160493285376, 532125159365017600]
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10004, pstmt-20010, rs-50010} closed
2025-01-11 18:04:45 DEBUG Connection:131 - {conn 10004} rollback
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} setAutoCommit true
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, pstmt-20010} clearParameters. 
2025-01-11 18:04:45 DEBUG Statement:136 - {conn-10004, stmt-20010} clearBatch. 
2025-01-11 18:04:45 DEBUG PreparedStatementPool:128 - {conn-10004, pstmt-20010} enter cache
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} pool-recycle
2025-01-11 18:04:45 DEBUG ResultSet:141 - {conn-10005, pstmt-20008, rs-50008} Result: [533187681165770752]
2025-01-11 18:04:45 DEBUG Connection:131 - {conn-10004} pool-connect
